index,year,statesuperintendency,agency,reservation,school,school_type,students_enrollment,avg_attendance,num_students,school_capacity
10594,1895,North Dakota,Fort Berthold Agency,,Fort Berthold Mission Boarding,boarding,49,43,,54
10598,1895,North Dakota,Fort Berthold Agency,,Browning Boarding and Day,boarding,85,58,,60
10599,1895,North Dakota,Fort Berthold Agency,,No. 1 Day,day,46,39,,40
10600,1895,North Dakota,Fort Berthold Agency,,No. 2 Day,day,23,18,,40
10601,1895,North Dakota,Standing Rock Agency,,Agency Boarding,boarding,133,94,,110
10603,1895,North Dakota,Standing Rock Agency,,Agricultural Boarding,boarding,113,101,,100
10604,1895,North Dakota,Standing Rock Agency,,Grand River Boarding,boarding,81,70,,100
10605,1895,North Dakota,Standing Rock Agency,,Cannon Ball Day,day,76,51,,60
10606,1895,North Dakota,Standing Rock Agency,,Bullhead Day,day,21,19,,30
10607,1895,North Dakota,Standing Rock Agency,,No. 1 Day,day,22,19,,30
10608,1895,North Dakota,Standing Rock Agency,,No. 2 Day,day,27,24,,30
10609,1895,North Dakota,Standing Rock Agency,,Porcupine Day,day,24,10,,30
10610,1895,North Dakota,Standing Rock Agency,,St. Elizabeth's Boarding,boarding,45,41,,40
10612,1895,Indian Territory,Cheyenne and Arapaho Agency,,Arapahoe Boarding,boarding,153,138,,110
10613,1895,Indian Territory,Cheyenne and Arapaho Agency,,Cheyenne Boarding,boarding,175,142,,200
10614,1895,Indian Territory,Cheyenne and Arapaho Agency,,Mennonite Boarding (agency),boarding,34,29,,45
10615,1895,Indian Territory,Cheyenne and Arapaho Agency,,Mennonite Boarding (cantonment),boarding,72,52,,70
10616,1895,Indian Territory,Cheyenne and Arapaho Agency,,Seger Colony Boarding,boarding,92,78,,60
10626,1895,Oklahoma,Kiowa Agency,,Wichita Baptist Mission Boarding,boarding,37,34,,40
10628,1895,Oklahoma,Kiowa Agency,,Riverside Boarding,boarding,79,70,,70
10629,1895,Oklahoma,Kiowa Agency,,Washita Boarding,boarding,111,91,,150
10630,1895,Oklahoma,Kiowa Agency,,Rainy Mountain Boarding,boarding,60,51,,50
10631,1895,Oklahoma,Kiowa Agency,,Fort Sill Boarding,boarding,131,119,,125
10632,1895,Oklahoma,Kiowa Agency,,Methodist Episcopal Mission Boarding,boarding,47,45,,100
10633,1895,Oklahoma,Kiowa Agency,,Cache Creek Mission Boarding,boarding,40,38,,40
10634,1895,Oklahoma,Kiowa Agency,,St. Patrick's Mission Boarding,boarding,59,47,,75
10635,1895,Oklahoma,Kiowa Agency,,Mantaine Industrial Boarding,boarding,9,9,,40
10637,1895,Oklahoma,Osage Agency,,Osage Boarding,boarding,166,127,,160
10638,1895,Oklahoma,Osage Agency,,Kaw Boarding,boarding,57,51,,60
10639,1895,Oklahoma,Osage Agency,,St. John's Mission Boarding,boarding,68,53,,150
10640,1895,Oklahoma,Osage Agency,,St. Louis Boarding,boarding,91,71,,125
10642,1895,Oklahoma,"Ponca, Pawnee, and Otoe Agency",,Ponca Boarding,boarding,97,92,,100
10643,1895,Oklahoma,"Ponca, Pawnee, and Otoe Agency",,Pawnee Boarding,boarding,128,112,,125
10644,1895,Oklahoma,"Ponca, Pawnee, and Otoe Agency",,Otoe Boarding,boarding,70,68,,75
10647,1895,Indian Territory,Sac and Fox Agency,,Sac and Fox Boarding,boarding,91,74,,120
10649,1895,Indian Territory,Sac and Fox Agency,,Absentee Shawnee Boarding,boarding,82,70,,70
10652,1895,Indian Territory,Sac and Fox Agency,,Sacred Heart Boarding,boarding,44,40,,200
10653,1895,Indian Territory,Sac and Fox Agency,,St. Mary's Boarding,boarding,38,33,,75
10654,1895,Oklahoma,,Chilocco ,Chilocco Training,boarding,352,339,,400
10655,1895,Oklahoma,,Canadian County ,Public Day District No. 29,day,8,7,,
10656,1895,Oklahoma,,Canadian County ,Public Day District No. 55,day,,,,
10657,1895,Oklahoma,,Blaine County ,Public Day District No. 42,day,5,2,,
10658,1895,Oklahoma,,"""G"" County ",Public Day District No. 69,day,38,27,,
10659,1895,Oklahoma,,Kingfisher County ,Public Day District No.83,day,1,1,,
10660,1895,Oklahoma,,Pottawatomie County,Public Day District No. 18,day,15,3,,
10661,1895,Oklahoma,,Pottawatomie County,Public Day District No. 301/2 ,day,9,6,,
10662,1895,Oklahoma,,Pottawatomie County,Public Day District No. 64,day,8,4,,
10663,1895,Oklahoma,,Pottawatomie County,Public Day District No. 82,day,13,7,,
10664,1895,Oklahoma,,Pottawatomie County,Public Day District No. 90,day,3,2,,
10665,1895,Oklahoma,,Pottawatomie County,Public Day District No. 77,day,6,5,,
10666,1895,Oregon,Grand Ronde Agency,,Grande Ronde Boarding,boarding,83,67,,100
10677,1895,Oregon,Klamath Agency,,Klamath Boarding,boarding,113,83,,125
10678,1895,Oregon,Klamath Agency,,Yainax Boarding,boarding,98,77,,90
10679,1895,Oregon,Klamath Agency,,Hot Springs Day,day,17,14,,25
10680,1895,Oregon,Siletz Agency,,Siletz Boarding,boarding,93,81,,90
10681,1895,Indian Territory,Umatilla Agency,,Umatilla Boarding,boarding,79,63,,100
10685,1895,Indian Territory,Umatilla Agency,,Kate Drexel Industrial,boarding,99,84,,150
10686,1895,Oregon,,Lane County ,Public Day District No. 32,day,,2,,
10687,1895,Oregon,,Chemawa ,Salem Training,boarding,250,214,,300
10688,1895,Oregon,Warm Springs,,Simnasho Boarding,boarding,66,53,,75
10693,1895,Pennsylvania,,,Carlisle Training ,boarding,769,668,,800
10694,1895,Pennsylvania,,,Lincoln Institute,boarding,238,198,,260
10695,1895,Dakota,Crow Creek and Lower Brule Agency,,Crow Creek Boarding ,boarding,150,138,,140
10697,1895,Dakota,Crow Creek and Lower Brule Agency,,Lower Brule Boarding,boarding,137,94,,140
10698,1895,Dakota,Crow Creek and Lower Brule Agency,,Immaculate Conception Boarding,boarding,81,73,,130
10699,1895,Dakota,Crow Creek and Lower Brule Agency,,Grace Howard Mission Home Boarding and Day ,boarding,42,40,,45
10700,1895,Dakota,Cheyenne River Agency,,Agency Boarding,boarding,135,115,,120
10702,1895,Dakota,Cheyenne River Agency,,St. John's Boarding,boarding,55,41,,60
10703,1895,Dakota,Cheyenne River Agency,,Plum Creek Boarding,boarding,9,8,,30
10704,1895,Dakota,Cheyenne River Agency,,No. 5 Day,day,21,20,,25
10705,1895,Dakota,Cheyenne River Agency,,No. 7 Day,day,14,13,,20
10706,1895,Dakota,Cheyenne River Agency,,No . 8 Day,day,29,15,,25
10707,1895,Dakota,Pine Ridge Agency,,Holy Rosary Boarding,boarding,153,142,,200
10711,1895,Dakota,Pine Ridge Agency,,No. 1 Day ,day,34,16,,40
10712,1895,Dakota,Pine Ridge Agency,,No. 2 Day ,day,39,28,,40
10713,1895,Dakota,Pine Ridge Agency,,No. 3 Day ,day,39,27,,40
10714,1895,Dakota,Pine Ridge Agency,,No. 4 Day ,day,45,35,,40
10715,1895,Dakota,Pine Ridge Agency,,No. 5 Day ,day,40,28,,40
10716,1895,Dakota,Pine Ridge Agency,,No. 6 Day ,day,26,19,,40
10717,1895,Dakota,Pine Ridge Agency,,No. 7 Day ,day,61,47,,40
10718,1895,Dakota,Pine Ridge Agency,,No. 8 Day ,day,22,16,,40
10719,1895,Dakota,Pine Ridge Agency,,No. 9 Day ,day,42,33,,40
10720,1895,Dakota,Pine Ridge Agency,,No. 10 Day ,day,52,37,,40
10721,1895,Dakota,Pine Ridge Agency,,No. 11 Day ,day,45,36,,40
10722,1895,Dakota,Pine Ridge Agency,,No. 12 Day ,day,17,10,,40
10723,1895,Dakota,Pine Ridge Agency,,No. 13 Day ,day,23,15,,40
10724,1895,Dakota,Pine Ridge Agency,,No. 14 Day ,day,19,13,,40
10725,1895,Dakota,Pine Ridge Agency,,No. 15 Day ,day,40,32,,40
10726,1895,Dakota,Pine Ridge Agency,,No. 16 Day ,day,50,34,,40
10727,1895,Dakota,Pine Ridge Agency,,No. 17 Day ,day,36,31,,40
10728,1895,Dakota,Pine Ridge Agency,,No. 18 Day ,day,47,33,,40
10729,1895,Dakota,Pine Ridge Agency,,No. 19 Day ,day,37,27,,40
10730,1895,Dakota,Pine Ridge Agency,,No. 20 Day ,day,34,28,,40
10731,1895,Dakota,Pine Ridge Agency,,No. 21 Day ,day,41,30,,40
10732,1895,Dakota,Pine Ridge Agency,,No. 22 Day ,day,38,24,,40
10733,1895,Dakota,Pine Ridge Agency,,No. 23 Day ,day,14,12,,40
10734,1895,Dakota,Pine Ridge Agency,,No. 24 Day,day,28,14,,40
10735,1895,Dakota,Pine Ridge Agency,,No. 25 Day ,day,25,20,,40
10736,1895,South Dakota,Rosebud Agency,,Agency Day ,day,29,26,,40
10738,1895,South Dakota,Rosebud Agency,,Cut Meat Creek Day ,day,60,46,,40
10739,1895,South Dakota,Rosebud Agency,,Black Pipe Creek Day ,day,32,29,,32
10740,1895,South Dakota,Rosebud Agency,,Little White River Day ,day,23,22,,34
10741,1895,South Dakota,Rosebud Agency,,Butte Creek Day ,day,27,23,,25
10742,1895,South Dakota,Rosebud Agency,,Ponca Creek Day ,day,22,15,,40
10743,1895,South Dakota,Rosebud Agency,,St. Francis Mission Boarding,boarding,160,154,,180
10744,1895,South Dakota,Rosebud Agency,,St. Mary's Mission Boarding,boarding,58,50,,45
10745,1895,South Dakota,Rosebud Agency,,Big Oak Day ,day,30,24,,26
10746,1895,South Dakota,Rosebud Agency,Corn Creek,Corn Creek DAy ,day,32,26,,34
10747,1895,South Dakota,Rosebud Agency,,He Dogs Camp Day ,day,37,31,,33
10748,1895,South Dakota,Rosebud Agency,,Iron Wood Creek Day ,day,44,38,,44
10749,1895,South Dakota,Rosebud Agency,,Milk's Camp Day ,day,32,25,,32
10750,1895,South Dakota,Rosebud Agency,,Lower Cut Meat Creek Day ,day,42,34,,36
10751,1895,South Dakota,Rosebud Agency,,Little Crow Camp Day ,day,16,15,,25
10752,1895,South Dakota,Rosebud Agency,,Red Leaf Camp Day ,day,29,23,,26
10753,1895,South Dakota,Rosebud Agency,,Spring Creek Day ,day,45,36,,44
10754,1895,South Dakota,Rosebud Agency,,Pine Creek Day ,day,32,25,,35
10755,1895,South Dakota,Rosebud Agency,,White Thunder Creek Day ,day,31,23,,32
10756,1895,South Dakota,Rosebud Agency,,Whirlwind Day ,day,28,23,,30
10757,1895,South Dakota,Rosebud Agency,,Upper Cut Meat Creek Day ,day,49,31,,30
10758,1895,South Dakota,Rosebud Agency,,Ring Thunder Creek Day ,day,19,16,,30
10759,1895,South Dakota,Rosebud Agency,,Upper Pine Creek Day ,day,23,21,,30
10760,1895,South Dakota,Sisseton Agency,,Sisseton Industrial ,boarding,150,101,,130
10761,1895,South Dakota,Sisseton Agency,,Good Will Mission Boarding,boarding,98,59,,150
10762,1895,South Dakota,Yankton Sioux,,Yankton Boarding,boarding,116,97,,125
10763,1895,South Dakota,Yankton Sioux,,St. Paul's Boarding,boarding,54,51,,50
10764,1895,South Dakota,,Flandreau,Flandreau Training,boarding,184,112,,175
10765,1895,South Dakota,,Pierre,Pierre Training,boarding,120,104,,180
10767,1895,Utah,Uintah and Ouray Agency ,,Ouray Boarding,boarding,50,43,,80
10768,1895,Utah,Uintah and Ouray Agency ,,Uintah Boarding,boarding,82,55,,80
10774,1895,Utah,,Boxelder County ,Public Day District No. 12,day,27,17,,
10775,1895,Virginia,,Hampton ,Hampton Noral and Agricultural Institute,boarding,128,115,,150
10776,1895,Washington,Colville Agency,,Colville Boarding,boarding,97,99,,150
10778,1895,Washington,Colville Agency,,Coeur d'Alene Boarding,boarding,84,68,,300
10789,1895,Washington,Colville Agency,,Tonasket Boarding,boarding,85,66,,75
10790,1895,Washington,Neah Bay Agency,,Neah Bay Boarding,boarding,58,52,,75
10795,1895,Washington,Neah Bay Agency,,Quillehute Day ,day,59,32,,60
10798,1895,Washington,Puyallup Agency,,Puyallup Boarding,boarding,225,143,,150
10799,1895,Washington,Puyallup Agency,,Chehalis Boarding,boarding,69,56,,60
10803,1895,Washington,Puyallup Agency,,S'Kokomish Boarding,boarding,57,51,,60
10804,1895,Washington,Puyallup Agency,,Quinaielt Boarding,boarding,39,30,,40
10810,1895,Washington,Puyallup Agency,,Jamestown Day ,day,26,23,,30
10811,1895,Washington,Puyallup Agency,,Port Gamble Day ,day,20,13,,24
10812,1895,Washington,Puyallup Agency,,St. George's Industrial Boarding,boarding,53,40,,60
10814,1895,Washington,Tulalip Agency,,Tulalip Boarding,boarding,111,98,,150
10819,1895,Washington,Tulalip Agency,,Lummi Day,day,47,32,,50
10820,1895,Washington,Yakima Agency,,Yakima Boarding,boarding,145,120,,130
10823,1895,Washington,,,St. Francis Xavier's Boarding,boarding,47,38,,90
10825,1895,Washington,,Lewis County ,Public Day District No. 51,day,5,2,,
10826,1895,Washington,,Lewis County ,Public Day District No. 54 ,day,,,,
10827,1895,Washington,,Pierce County ,Public Day District No. 10,day,1,1,,
10828,1895,Washington,,Skagit County ,Public Day District No. 53,day,8,8,,
10829,1895,Washington,,Stevens County ,Public Day District No. 7,day,8,3,,
10830,1895,Washington,,Stevens County ,Public Day District No. 1,day,19,13,,
10831,1895,Washington,,Stevens County ,Public Day District No. 11,day,6,5,,
10832,1895,Washington,,Stevens County ,Public Day District No. 44,day,,,,
10834,1895,Wisconsin,Green Bay Agency,,Oneida Boarding,boarding,102,87,,80
10835,1895,Wisconsin,Green Bay Agency,,Menomonie Boarding,boarding,157,136,,150
10836,1895,Wisconsin,Green Bay Agency,,Stockbridge Day ,day,37,16,,40
10837,1895,Wisconsin,Green Bay Agency,,St. Joseph's Boarding,boarding,162,149,,170
10838,1895,Wisconsin,Green Bay Agency,,Hobart Day ,day,42,19,,120
10839,1895,Wisconsin,Green Bay Agency,,Oneida Day No. 1,day,32,15,,50
10840,1895,Wisconsin,Green Bay Agency,,Oneida Day No. 2,day,29,14,,30
10842,1895,Wisconsin,La Pointe Agency,,Red Cliff Day ,day,45,33,,50
10843,1895,Wisconsin,La Pointe Agency,,Bad River Day (St. Mary's),day,37,19,,100
10844,1895,Wisconsin,La Pointe Agency,,Lac Court d'Oreilles Day ,day,87,66,,80
10846,1895,Wisconsin,La Pointe Agency,,Fond du Lac Day ,day,36,15,,40
10847,1895,Wisconsin,La Pointe Agency,,Grand Portage Day ,day,21,8,,40
10851,1895,Wisconsin,La Pointe Agency,,Bayfield Boarding,boarding,33,31,,50
10852,1895,Wisconsin,La Pointe Agency,Bad River,St. Mary's Boarding ,boarding,97,79,,100
10853,1895,Wisconsin,La Pointe Agency,,Bayfield Day,day,48,36,,150
10854,1895,Wisconsin,La Pointe Agency,,Normantown Day ,day,22,13,,36
10855,1895,Wisconsin,La Pointe Agency,,Pahquayahwond Day ,day,44,26,,40
10856,1895,Wisconsin,La Pointe Agency,,Vermillion Lake Day ,day,71,22,,50
10857,1895,Wisconsin,La Pointe Agency,,Lac Court d'Oreilles Day ,day,34,17,,40
10858,1895,Wisconsin,,Wittenberg,Wittenberg Boarding,boarding,138,130,,160
10859,1895,Wisconsin,,Tomah,Tomah Training ,boarding,121,80,,125
10860,1895,Wisconsin,,Ashland County ,Ashland County Public Day Town of Ashland District,day,,,,
10866,1895,Wyoming,Shoshone Agency,,Wind River Boarding,boarding,139,124,,150
10867,1895,Wyoming,Shoshone Agency,,St. Stephen's Mission Boarding,boarding,86,77,,125
10868,1895,Wyoming,Shoshone Agency,,Episcopal Mission Boarding,boarding,25,20,,25
10871,1896,Arizona,Colorado River Agency,,Colorado River Boarding,boarding,82,78,,80
10879,1896,Arizona,,Moqui Reservation ,"Moqui Boarding, Keam's Canyon",boarding,104,91,,90
10880,1896,Arizona,,Moqui Reservation ,Oreiba Day ,day,43,26,,40
10881,1896,Arizona,,Moqui Reservation ,Polacco Day ,day,37,21,,40
10882,1896,Arizona,,Hualapai Reservation ,Hualapai Day ,day,38,30,,40
10883,1896,Arizona,,Hualapai Reservation ,Supai Day ,day,40,37,,40
10884,1896,Arizona,,Fort Mojave,Fort Mojave Training,boarding,157,150,,150
10888,1896,New Mexico,Navajo Agency,,Navajo Boarding,boarding,124,99,,120
10889,1896,New Mexico,Navajo Agency,,Little Water Day ,day,24,18,,30
10890,1896,Arizona,,Phoenix,Phoenix Training,boarding,348,327,,250
10898,1896,Arizona,Pima Agency,,Pima Boarding,boarding,258,176,,150
10899,1896,Arizona,Pima Agency,,San Xavier Day ,day,79,58,,79
10908,1896,Arizona,San Carlos Agency,,San Carlos Boarding,boarding,110,104,,100
10909,1896,Arizona,San Carlos Agency,,White Mountain Apache Boarding,boarding,57,53,,65
10910,1896,Arizona,San Carlos Agency,,Lutheran Mission Day ,day,17,12,,30
10911,1896,California,,Fort Yuma,Yuma Boarding,boarding,155,139,,250
10912,1896,California,Hoopa Valley Agency,,Hoopa Valley Boarding,boarding,130,110,,120
10919,1896,California,Mission Tule River Agency ,,Agua Caliente Day ,day,23,13,,28
10920,1896,California,Mission Tule River Agency ,,Coahuila Day ,day,25,19,,32
10921,1896,California,Mission Tule River Agency ,,Capitan Grande Day ,day,29,26,,30
10922,1896,California,Mission Tule River Agency ,,La Jolla Day ,day,30,19,,34
10923,1896,California,Mission Tule River Agency ,,Mesa Grande Day ,day,16,10,,26
10924,1896,California,Mission Tule River Agency ,,Martinez Day ,day,23,15,,30
10925,1896,California,Mission Tule River Agency ,,Potrero Day ,day,34,22,,28
10926,1896,California,Mission Tule River Agency ,,Rincon Day ,day,32,23,,25
10927,1896,California,Mission Tule River Agency ,,San Jacinto Day ,day,24,18,,36
10928,1896,California,Mission Tule River Agency ,,Pachanga Day ,day,33,22,,32
10929,1896,California,Mission Tule River Agency ,,Tule River Day ,day,30,15,,34
10930,1896,California,,,Big Pine Day ,day,33,25,,35
10931,1896,California,,,Bishop Day ,day,55,39,,50
10932,1896,California,,,Hat Creek Day ,day,21,19,,40
10933,1896,California,,,Manchester Day ,day,18,10,,30
10934,1896,California,,,Potter Valley Day ,day,34,29,,50
10935,1896,California,,,Ukiah Day ,day,28,13,,40
10936,1896,California,,,Upper Lake Day ,day,23,16,,40
10937,1896,California,,Perris ,Perris Training ,boarding,122,115,,100
10938,1896,California,Round Valley Agency ,,Round Valley Boarding,boarding,95,61,,70
10943,1896,California,,San Diego ,Industrial Training ,boarding,96,95,,150
10944,1896,California,,Banning ,St. Boniface's Industrial ,boarding,120,113,,150
10945,1896,California,,,Hopland Day ,day,23,17,,50
10946,1896,California,,,Pinole Day ,day,20,16,,40
10947,1896,California,,Ukiah,Ukiah Boarding,day,27,14,,50
10948,1896,California,,,St. Turibius Boarding,boarding,19,16,,40
10949,1896,California,,Inyo County ,"Inyo County Public Day, Round Valley District",day,,,,
10950,1896,California,,San Diego County,"San Diego County Public Day, Helm District",day,11,6,,
10951,1896,California,,Greenville ,Greenville Boarding and Day ,boarding,52,46,,100
10957,1896,Colorado,,Grand Junction ,Grand Junction Training,boarding,144,135,,150
10958,1896,Colorado,,Fort Lewis,Fort Lewis Training,boarding,189,159,,300
10960,1896,Idaho,Fort Hall Agency,,Fort Hall Boarding,boarding,144,108,,150
10963,1896,Idaho,Lemhi Agency,,Lemhi Boarding,boarding,32,29,,40
10967,1896,Idaho,,Fort Lapwai ,Fort Lapwai Boarding,boarding,204,151,,250
10970,1896,Washington,Quapaw Agency,,Quapaw Boarding,boarding,99,84,,90
10979,1896,Washington,Quapaw Agency,,"Seneca, Shawnee, and Wyandotte Boarding",boarding,108,89,,140
10986,1896,Indian Territory,Sac and Fox Agency,,Sac and Fox Day ,day,42,15,,25
10988,1896,New Mexico,Pottawatomie and Great Nemaha Agency,Pottawatomi,Pottawatomie Boarding,boarding,82,70,,80
10989,1896,New Mexico,Pottawatomie and Great Nemaha Agency,,Kickapoo Boarding,boarding,49,43,,30
10991,1896,New Mexico,Pottawatomie and Great Nemaha Agency,,Sac and Fox and Iowa Boarding,boarding,40,34,,40
10994,1896,Kansas,,Halstead,Mennonite Mission Boarding,boarding,23,18,,40
10995,1896,Kansas,,Lawrence,Haskell Institute,boarding,591,503,,500
11001,1896,Michigan,,Baraga,Chippewa Boarding,boarding,44,41,,150
11002,1896,Michigan,,Baraga,Chippewa Day ,day,37,20,,40
11003,1896,Michigan,,L'Anse,L'Anse Day ,day,30,11,,40
11004,1896,Michigan,,Harbor Springs,Harbor Springs Boarding,boarding,143,129,,200
11005,1896,Michigan,,Mount Pleasant,Mount Pleasant Training,boarding,177,139,,160
11006,1896,Michigan,,Point Iroquois,Point Iroquis Day ,day,38,21,,75
11007,1896,Michigan,,Isabella County ,District No. 1 Public Day ,day,9,3,,
11008,1896,Michigan,,Isabella County ,District No. 2 Public Day ,day,11,6,,
11009,1896,Michigan,,Isabella County ,District No. 3 Public Day ,day,9,6,,
11010,1896,Michigan,,Isabella County ,District No. 6 Public Day ,day,6,3,,
11011,1896,Minnesota,White Earth Agency,,White Earth Boarding,boarding,95,62,,54
11016,1896,Minnesota,White Earth Agency,,Red Lake Boarding,boarding,67,42,,60
11018,1896,Minnesota,White Earth Agency,,Leech Lake Boarding,boarding,65,38,,50
11024,1896,Minnesota,White Earth Agency,Pine Point,Pine Point Boarding,boarding,85,46,,100
11025,1896,Minnesota,White Earth Agency,,Wild Rice River Boarding,boarding,90,73,,65
11026,1896,Minnesota,White Earth Agency,,St. Benedict's Orphan,boarding,103,101,,150
11027,1896,Minnesota,White Earth Agency,,Red Lake Boarding (St. Mary's),boarding,70,63,,100
